index,text,label
774,Taking a personal day off.,0
775,I'm down with a fever and need to rest.,1
776,I'm down with a fever and need to rest.,1
777,Taking a personal day off.,0
778,Taking a personal day off.,0
779,I'm down with a fever and need to rest.,1
780,"Feeling unwell, taking a sick day.",1
781,I will be on vacation tomorrow.,0
782,I will be attending a conference off-site.,0
783,I'm down with a fever and need to rest.,1
784,I have a doctor's appointment due to illness and will not be in.,1
785,Taking a personal day off.,0
786,I have a doctor's appointment due to illness and will not be in.,1
787,"Under the weather, unable to attend work.",1
788,I'm down with a fever and need to rest.,1
789,I will be attending a conference off-site.,0
790,Taking the day off for personal reasons.,0
791,I have a doctor's appointment due to illness and will not be in.,1
792,I will be on vacation tomorrow.,0
793,I'm down with a fever and need to rest.,1
794,I will be attending a conference off-site.,0
795,"Under the weather, unable to attend work.",1
796,I'm down with a fever and need to rest.,1
797,Working remotely today.,0
798,Working remotely today.,0
799,I will be attending a conference off-site.,0
800,Taking the day off for personal reasons.,0
801,I will be on vacation tomorrow.,0
802,I will be attending a conference off-site.,0
803,"Feeling unwell, taking a sick day.",1
804,"Feeling unwell, taking a sick day.",1
805,I will be attending a conference off-site.,0
806,I will be on vacation tomorrow.,0
807,I will be on vacation tomorrow.,0
808,I am not feeling well and won't be able to come to work today.,1
809,I will be on vacation tomorrow.,0
810,"Feeling unwell, taking a sick day.",1
811,"Under the weather, unable to attend work.",1
812,"Under the weather, unable to attend work.",1
813,Taking the day off for personal reasons.,0
814,"Feeling unwell, taking a sick day.",1
815,Taking a personal day off.,0
816,I am not feeling well and won't be able to come to work today.,1
817,"Feeling unwell, taking a sick day.",1
818,"Under the weather, unable to attend work.",1
819,I'm down with a fever and need to rest.,1
820,Working remotely today.,0
821,I am not feeling well and won't be able to come to work today.,1
822,I have a doctor's appointment due to illness and will not be in.,1
823,Working remotely today.,0
824,I will be on vacation tomorrow.,0
825,"Feeling unwell, taking a sick day.",1
826,"Under the weather, unable to attend work.",1
827,I am not feeling well and won't be able to come to work today.,1
828,Taking the day off for personal reasons.,0
829,I will be attending a conference off-site.,0
830,I have a doctor's appointment due to illness and will not be in.,1
831,I am not feeling well and won't be able to come to work today.,1
832,I have a doctor's appointment due to illness and will not be in.,1
833,"Under the weather, unable to attend work.",1
834,"Feeling unwell, taking a sick day.",1
835,I will be on vacation tomorrow.,0
836,I will be on vacation tomorrow.,0
837,Taking the day off for personal reasons.,0
838,Taking the day off for personal reasons.,0
839,I'm down with a fever and need to rest.,1
840,Taking the day off for personal reasons.,0
841,I am not feeling well and won't be able to come to work today.,1
842,Taking a personal day off.,0
843,Taking a personal day off.,0
844,Taking a personal day off.,0
845,I have a doctor's appointment due to illness and will not be in.,1
846,Working remotely today.,0
847,I have a doctor's appointment due to illness and will not be in.,1
848,I will be attending a conference off-site.,0
849,Working remotely today.,0
850,I'm down with a fever and need to rest.,1
851,I'm down with a fever and need to rest.,1
852,I will be attending a conference off-site.,0
853,Taking a personal day off.,0
854,"Feeling unwell, taking a sick day.",1
855,I am not feeling well and won't be able to come to work today.,1
856,"Under the weather, unable to attend work.",1
857,Working remotely today.,0
858,I'm down with a fever and need to rest.,1
859,"Feeling unwell, taking a sick day.",1
860,Working remotely today.,0
861,I have a doctor's appointment due to illness and will not be in.,1
862,I will be on vacation tomorrow.,0
863,"Under the weather, unable to attend work.",1
864,I'm down with a fever and need to rest.,1
865,I will be on vacation tomorrow.,0
866,"Feeling unwell, taking a sick day.",1
867,I will be on vacation tomorrow.,0
868,"Feeling unwell, taking a sick day.",1
869,"Feeling unwell, taking a sick day.",1
870,Working remotely today.,0
871,I am not feeling well and won't be able to come to work today.,1
872,Taking the day off for personal reasons.,0
873,"Feeling unwell, taking a sick day.",1
874,I will be attending a conference off-site.,0
875,Taking the day off for personal reasons.,0
876,Taking the day off for personal reasons.,0
877,"Under the weather, unable to attend work.",1
878,I will be attending a conference off-site.,0
879,"Feeling unwell, taking a sick day.",1
880,I will be on vacation tomorrow.,0
881,I'm down with a fever and need to rest.,1
882,I'm down with a fever and need to rest.,1
883,I will be attending a conference off-site.,0
884,I will be on vacation tomorrow.,0
885,Taking a personal day off.,0
886,I will be on vacation tomorrow.,0
887,"Under the weather, unable to attend work.",1
888,Taking a personal day off.,0
889,I have a doctor's appointment due to illness and will not be in.,1
890,I am not feeling well and won't be able to come to work today.,1
891,I will be attending a conference off-site.,0
892,I have a doctor's appointment due to illness and will not be in.,1
893,I am not feeling well and won't be able to come to work today.,1
894,I will be on vacation tomorrow.,0
895,Working remotely today.,0
896,I have a doctor's appointment due to illness and will not be in.,1
897,I have a doctor's appointment due to illness and will not be in.,1
898,Taking a personal day off.,0
899,Taking a personal day off.,0
900,"Feeling unwell, taking a sick day.",1
901,I'm down with a fever and need to rest.,1
902,I will be attending a conference off-site.,0
903,I am not feeling well and won't be able to come to work today.,1
904,"Under the weather, unable to attend work.",1
905,I have a doctor's appointment due to illness and will not be in.,1
906,I will be attending a conference off-site.,0
907,I'm down with a fever and need to rest.,1
908,Taking a personal day off.,0
909,Taking a personal day off.,0
910,I am not feeling well and won't be able to come to work today.,1
911,Working remotely today.,0
912,Working remotely today.,0
913,Working remotely today.,0
914,I will be on vacation tomorrow.,0
915,I have a doctor's appointment due to illness and will not be in.,1
916,I am not feeling well and won't be able to come to work today.,1
917,I'm down with a fever and need to rest.,1
918,Taking the day off for personal reasons.,0
919,I have a doctor's appointment due to illness and will not be in.,1
920,Working remotely today.,0
921,"Feeling unwell, taking a sick day.",1
922,I have a doctor's appointment due to illness and will not be in.,1
923,I am not feeling well and won't be able to come to work today.,1
924,I'm down with a fever and need to rest.,1
925,"Under the weather, unable to attend work.",1
926,I am not feeling well and won't be able to come to work today.,1
927,I will be attending a conference off-site.,0
928,"Feeling unwell, taking a sick day.",1
929,"Feeling unwell, taking a sick day.",1
930,Taking the day off for personal reasons.,0
931,I will be on vacation tomorrow.,0
932,Taking a personal day off.,0
933,"Under the weather, unable to attend work.",1
934,I will be attending a conference off-site.,0
935,I am not feeling well and won't be able to come to work today.,1
936,"Feeling unwell, taking a sick day.",1
937,I will be on vacation tomorrow.,0
938,Working remotely today.,0
939,"Under the weather, unable to attend work.",1
940,Working remotely today.,0
941,"Feeling unwell, taking a sick day.",1
942,Taking the day off for personal reasons.,0
943,I will be on vacation tomorrow.,0
944,Taking a personal day off.,0
945,I have a doctor's appointment due to illness and will not be in.,1
946,"Feeling unwell, taking a sick day.",1
947,I am not feeling well and won't be able to come to work today.,1
948,Taking a personal day off.,0
949,I'm down with a fever and need to rest.,1
950,Taking a personal day off.,0
951,"Feeling unwell, taking a sick day.",1
952,I'm down with a fever and need to rest.,1
953,I will be on vacation tomorrow.,0
954,Taking the day off for personal reasons.,0
955,I have a doctor's appointment due to illness and will not be in.,1
956,I'm down with a fever and need to rest.,1
957,I am not feeling well and won't be able to come to work today.,1
958,Working remotely today.,0
959,"Under the weather, unable to attend work.",1
960,Working remotely today.,0
961,I will be attending a conference off-site.,0
962,I am not feeling well and won't be able to come to work today.,1
963,Taking a personal day off.,0
964,I'm down with a fever and need to rest.,1
